Title,Author,PublishedDate,URL
The books I read in 2019,DHH,"February 27, 2020",https://m.signalvnoise.com/the-books-i-read-in-2019/
Mailing list software should stop spying on subscribers,DHH,"February 10, 2020",https://m.signalvnoise.com/mailing-list-software-should-stop-spying-on-subscribers/
