Title,Author,PublishedDate,URL
HTML over the wire,DHH,"December 23, 2020",https://m.signalvnoise.com/html-over-the-wire/
Validation is a mirage,Jason Fried,"December 22, 2020",https://m.signalvnoise.com/validation-is-a-mirage/
The Making of a Dumpster Fire,Andy Didorosi,"December 15, 2020",https://m.signalvnoise.com/the-making-of-a-dumpster-fire/
